id,name,description,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,price_quote_checkin_date,price_quote_checkout_date,price_quote_total_price,price_quote_price_per_night,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,number_of_reviews,nearby_places_count
19857085,Breathtaking View Balcony Near Senhora da Monte,"Experience breathtaking views from this amazing balcony, located near Senhora do Monte. Perfect for enjoying Lisbon’s stunning skyline, it offers a serene spot to unwind, whether you’re sipping your morning coffee or watching the sunset. With its prime location, you’ll be just moments away from the city’s vibrant streets and historical landmarks, making it an ideal base for exploring Lisbon.",Santa Maria Maior,38.71572,-9.1326,Entire rental unit,Entire home/apt,5,1 bath,1.0,2.0,"[""Private patio or balcony"", ""Hot water"", ""Portable heater"", ""Hair dryer"", ""Wifi"", ""Room-darkening shades"", ""Portable fans"", ""Kitchen"", ""Hot water kettle"", ""Dishes and silverware"", ""River view"", ""Indesit oven"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dining table"", ""Fire extinguisher"", ""Elegance refrigerator"", ""Outdoor dining area"", ""First aid kit"", ""Coffee maker: espresso machine"", ""Lockbox"", ""Shampoo"", ""Microwave"", ""Body soap"", ""Smoke alarm"", ""Freezer"", ""Essentials"", ""Crib - available upon request"", ""City skyline view"", ""Hangers"", ""Electric stove"", ""Wine glasses"", ""Waterfront"", ""Clothing storage: walk-in closet and dresser"", ""Free washer \u2013 In unit"", ""Drying rack for clothing"", ""Shower gel"", ""Self check-in"", ""Iron"", ""Free street parking"", ""Long term stays allowed"", ""Cooking basics"", ""Cleaning products""]",$134.00,2026-04-12,2026-04-14,268.0,134.0,4.84,4.85,4.79,4.78,751,2184
25865244,Cactus House Lisboa,"Cactus House Lisbon is the ideal place to enjoy a few days, to escape the stress of everyday life. Located in the heart of Lisbon (Historic Zone) between the castle of São Jorge, is the typical neighborhood of Alfama, the gazebo of the Portas do Sol serves as gateway to the Cactus House.<br />The apartment has 1 bedroom with a small living room, kitchen and is equipped with all the essential amenities for a comfortable stay.",Santa Maria Maior,38.71258,-9.13158,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Bed linens"", ""Host greets you"", ""Paid parking on premises"", ""Washer"", ""First aid kit"", ""Shampoo"", ""Microwave"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Hangers"", ""Coffee maker"", ""Heating"", ""Iron"", ""Long term stays allowed"", ""Air conditioning"", ""Cooking basics""]",$75.00,2026-04-30,2026-05-01,75.0,75.0,4.81,4.78,4.93,4.75,744,2004
3121788,"Chiado ""Loft"" 6 Stylish Place","This apartment is on the 4th floor with no elevator of a building in the Chiado area of Lisbon. It was just entirely renovated. With a double bedroom, a single bedroom, a very comfortable lounge area with kitchenette and a bathroom it is the perfect place to stay!",Misericrdia,38.71,-9.14766,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Dishwasher"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Bed linens"", ""Fire extinguisher"", ""Washer"", ""First aid kit"", ""TV with standard cable"", ""Shampoo"", ""Microwave"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Hangers"", ""Coffee maker"", ""Pocket wifi"", ""Heating"", ""Shower gel"", ""Iron"", ""Air conditioning"", ""Cooking basics""]",$162.50,2026-04-05,2026-04-07,325.0,162.5,4.94,4.97,4.95,4.88,741,2394
3239752,Terrace and views over the Tagus,"Cozy apartment in a quiet and pedestrian street, right up to theTagus. The narrow streets of Alfama, birthplace of Fado and the most typical neighborhood of Lisbon, make it a charming and picturesque place. Alfama derives from the Arabic Al-hamma, meaning fountains or baths.<br /><br />In a prime location to enjoy the city on foot, the apartment is located 950m from Praça do Comércio, 650m from Santa Apolónia Station (underground), and 300 meters from a stop of the mythical Tram28.",Santa Maria Maior,38.7121,-9.1291,Entire condo,Entire home/apt,4,1 bath,1.0,1.0,"[""Private patio or balcony"", ""Hot water"", ""Oven"", ""BBQ grill"", ""Hair dryer"", ""Wifi"", ""Room-darkening shades"", ""Kitchen"", ""Dryer"", ""Beach access \u2013 Beachfront"", ""Pack \u2019n play/Travel crib"", ""Dishwasher"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Bed linens"", ""Fire extinguisher"", ""Host greets you"", ""Outdoor dining area"", ""Washer"", ""First aid kit"", ""Canal view"", ""TV with standard cable"", ""Outdoor furniture"", ""Shampoo"", ""Microwave"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Hangers"", ""Coffee maker"", ""Crib"", ""Heating"", ""Iron"", ""High chair"", ""Air conditioning"", ""Cooking basics"", ""Garden view""]",$183.00,2026-04-01,2026-04-02,183.0,183.0,4.92,4.92,4.92,4.87,737,1843
925378,Apartamento Mouraria Guesthouse - Room 4,"Private bedroom in a genuinely portuguese, shared apartment located in the historic Mouraria neighbourhood, a short walk from Central Lisbon. The Guesthouse occupies a charming 18th-century building and offers 4 pretty double rooms.<br /><br />* This specific bedroom can be set up as either a double bedroom for 2 people (with 1 standard double bed) or a triple room with an extra mattress added for a third person. For that, book for 3 people and please inform us you require a mattress. *",Santa Maria Maior,38.71664,-9.133519,Private room in rental unit,Private room,3,2 shared baths,1.0,1.0,"[""Paid washer \u2013 In unit"", ""Hot water"", ""Extra pillows and blankets"", ""Portable heater"", ""Hair dryer"", ""Conditioner"", ""Room-darkening shades"", ""Portable fans"", ""Kitchen"", ""Bidet"", ""Smoking allowed"", ""Hot water kettle"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Dining table"", ""Clothing storage: walk-in closet"", ""Fire extinguisher"", ""Coffee"", ""Lockbox"", ""Shampoo"", ""Microwave"", ""Luggage dropoff allowed"", ""Coffee maker: french press"", ""Body soap"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Hangers"", ""Dedicated workspace"", ""Pets allowed"", ""Bathtub"", ""Lock on bedroom door"", ""Crib"", ""Self check-in"", ""Shower gel"", ""Iron"", ""Free street parking"", ""Long term stays allowed"", ""Cooking basics"", ""Fast wifi \u2013 208 Mbps"", ""Cleaning products""]",$55.00,2026-05-04,2026-05-05,55.0,55.0,4.37,4.46,4.51,4.49,718,2266
3137482,Chiado Loft 7 with Patio!,This duplex apartment with a patio is on the 4th and last floor of a building with no elevator in Chiado. It was just entirely renovated. A very comfortable lounge area with a Patio and a kitchenette and a bathroom on the lower floor.  It is the ideal place to stay!,Misericrdia,38.71121,-9.14842,Entire rental unit,Entire home/apt,3,1 bath,0.0,2.0,"[""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Central heating"", ""Dishwasher"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Bed linens"", ""Fire extinguisher"", ""Washer"", ""First aid kit"", ""TV with standard cable"", ""Shampoo"", ""Microwave"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Hangers"", ""Coffee maker"", ""Shower gel"", ""Patio or balcony"", ""Iron"", ""Air conditioning"", ""Cooking basics""]",$214.50,2026-05-12,2026-05-14,429.0,214.5,4.9,4.96,4.95,4.83,710,2458
4712651,Design Duplex Apartment BA/ Chiado,"Prime Location in Bairro Alto/Chiado<br />Located in one of Lisbon’s best areas, this apartment is just 50 meters from Largo de Camões, surrounded by restaurants, bars, and within walking distance of the city’s main tourist attractions<br />🏡 Apartment Features (105m² | Two Floors)<br />✔ 3 Bedrooms, including a spacious 35m² suite 🛏️<br />✔ 2 Full Bathrooms 🚿<br />✔ Air Conditioning for extra comfort ❄️<br />🛍️ Nearby Amenities<br />✔ Supermarkets & Grocery Stores just a few minutes away 🛒<br />✔ Traditional bakeries ☕🛍️",Misericrdia,38.71114,-9.1439,Entire rental unit,Entire home/apt,8,2 baths,3.0,3.0,"[""AC - split type ductless system"", ""Toaster"", ""Hot water"", ""Extra pillows and blankets"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Room-darkening shades"", ""Kitchen"", ""Babysitter recommendations"", ""Baby safety gates"", ""Dishwasher"", ""Hot water kettle"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dining table"", ""Clothing storage: closet and wardrobe"", ""Fire extinguisher"", ""First aid kit"", ""TV with standard cable"", ""Private entrance"", ""Lockbox"", ""Shampoo"", ""Microwave"", ""Luggage dropoff allowed"", ""Body soap"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Freezer"", ""Laundromat nearby"", ""Hangers"", ""Coffee maker"", ""Wine glasses"", ""Pets allowed"", ""Paid parking off premises"", ""Induction stove"", ""Free washer \u2013 In unit"", ""Heating"", ""Drying rack for clothing"", ""Shower gel"", ""Self check-in"", ""Iron"", ""High chair"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cleaning products""]",$205.00,2026-04-22,2026-04-23,205.0,205.0,4.82,4.85,4.93,4.8,709,2420
327945,Downtown Lisbon - Sunny and central,"NEW SOUNDPROOF WINDOWS<br />VERY CENTRAL&SUNNY, 3rd FLOOR W/ ELEVATOR ON THE FIRST FLOOR. AIR CONDITIONING. WI-FI. EQUIPPED KITCHEN. ALL TRANSPORTS IN WALKING DISTANCE. RESTAURANTS, SHOPS, MAIN MONUMENTS, NIGHTLIFE ATTRACTIONS, FADO HOUSES, ALL VERY CLOSE",Santa Maria Maior,38.70943,-9.13722,Entire rental unit,Entire home/apt,2,1 bath,,,"[""Toaster"", ""Hot water"", ""Extra pillows and blankets"", ""Hair dryer"", ""Wifi"", ""Room-darkening shades"", ""Kitchen"", ""Hot water kettle"", ""Dishes and silverware"", ""Stove"", ""Bed linens"", ""Fire extinguisher"", ""First aid kit"", ""Lockbox"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Elevator"", ""Essentials"", ""Hangers"", ""Dedicated workspace"", ""Coffee maker"", ""Heating"", ""Self check-in"", ""Iron"", ""Air conditioning"", ""Cooking basics""]",$106.50,2026-06-26,2026-06-28,213.0,106.5,4.83,4.89,4.95,4.81,705,2132
18613170,New! Lisbon 8 Building Cais de Sodre,"Lisbon 8 Building is located in Lisbon's modern district Cais do Sodre, inside a renovated historical building with exquisite decoration. <br /><br />The apartments offer free Wi-Fi and flat cable TV, with cozy and  modern decor. All apartments are windows. Apartments are equipped with well equipped kitchen, private bathroom and a large living room with sofa and flat panel TV.<br />Have very big food market downstairs.Its have hundery kinds wonderful food there.",Misericrdia,38.70754,-9.14626,Entire condo,Entire home/apt,5,1 bath,2.0,2.0,"[""Toaster"", ""Hot water"", ""Extra pillows and blankets"", ""Hair dryer"", ""Wifi"", ""Room-darkening shades"", ""Kitchen"", ""Dryer"", ""Central heating"", ""Smoking allowed"", ""Beach access \u2013 Beachfront"", ""Dishwasher"", ""Hot water kettle"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dining table"", ""Paid parking on premises"", ""Washer"", ""TV with standard cable"", ""Mini fridge"", ""Lockbox"", ""Shampoo"", ""Microwave"", ""Luggage dropoff allowed"", ""Body soap"", ""Smoke alarm"", ""Elevator"", ""Essentials"", ""Hangers"", ""Coffee maker"", ""Pets allowed"", ""Paid parking off premises"", ""Ethernet connection"", ""Drying rack for clothing"", ""Shower gel"", ""Self check-in"", ""Iron"", ""Long term stays allowed"", ""Cooking basics"", ""Clothing storage"", ""Central air conditioning"", ""Cleaning products""]",$183.00,2026-04-01,2026-04-02,183.0,183.0,4.91,4.9,4.94,4.83,696,2191
16646124,CENTRAL NEAR BAIRRO ALTO VERY TYPICAL HOUSEAL39200,"My space is near Bairro Alto, Miradouro de Santa Catarina, and Café A Brasileira. You will love my space because of the people, the environment, the outer zone, the neighborhood and the lighting. My space is good for couples, families (with kids), large groups.",Misericrdia,38.71035,-9.14817,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,"[""Hot water"", ""Portable heater"", ""Hair dryer"", ""Wifi"", ""Room-darkening shades"", ""Portable fans"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Hot water kettle"", ""Trash compactor"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Bed linens"", ""Dining table"", ""Fire extinguisher"", ""First aid kit"", ""TV with standard cable"", ""Outro gas stove"", ""Shampoo"", ""Microwave"", ""Smoke alarm"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Laundromat nearby"", ""Smart lock"", ""Hangers"", ""Ethernet connection"", ""Self check-in"", ""Shower gel"", ""Iron"", ""Paid parking lot off premises"", ""Cooking basics"", ""Clothing storage""]",$120.67,2026-04-09,2026-04-10,120.67,120.67,4.71,4.82,4.87,4.62,695,2394
6010795,Romantic attic in the center,"Romantic room in nice historic flat in the center of Lisboa's old town.Close to The metro , restaurants , museums , etc...  Good for a single traveller.",Misericrdia,38.71005,-9.14269,Private room in rental unit,Private room,1,1 shared bath,1.0,1.0,"[""Dishes and silverware"", ""Hot water"", ""Heating"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Kitchen"", ""Refrigerator"", ""Essentials"", ""Coffee maker"", ""Dedicated workspace"", ""Lock on bedroom door""]",$70.00,2026-04-15,2026-04-16,70.0,70.0,4.84,4.82,4.96,4.88,695,2335
1773997,SURFBOARD APARTMENT - BY MAYORAL,"The concept of this apartment was born from your host’s passion: Surfing!! Present in the lobby ceiling you will even enjoy a vintage surfboard! Using carefully selected furnishings, reminding us of nature paired with contemporary elements, we created an explosion of colour in the living room.",Santa Maria Maior,38.71128,-9.12926,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Toaster"", ""Hot water"", ""Extra pillows and blankets"", ""Portable heater"", ""Hair dryer"", ""Wifi"", ""Room-darkening shades"", ""Portable fans"", ""Kitchen"", ""Hot water kettle"", ""Dishes and silverware"", ""Bed linens"", ""Dining table"", ""Fire extinguisher"", ""Books and reading material"", ""First aid kit"", ""HDTV with standard cable"", ""Coffee maker: espresso machine"", ""Lockbox"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Laundromat nearby"", ""Hangers"", ""Electric stove"", ""Wine glasses"", ""Free washer \u2013 In unit"", ""Exterior security cameras on property"", ""Ethernet connection"", ""Crib"", ""Drying rack for clothing"", ""Shower gel"", ""Self check-in"", ""Iron"", ""Long term stays allowed"", ""Paid parking lot off premises"", ""Pack \u2019n play/Travel crib - available upon request"", ""Cooking basics"", ""Clothing storage: closet"", ""Cleaning products""]",,2026-04-05,2026-04-07,,,4.65,4.62,4.8,4.64,692,1821
1106913,CHIADO STUDIO IV GREAT APARTMENT!,,Santa Maria Maior,38.71044,-9.13984,Entire rental unit,Entire home/apt,2,1 bath,,,"[""Private patio or balcony"", ""Hot water"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Dishwasher"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Bed linens"", ""Fire extinguisher"", ""Washer"", ""First aid kit"", ""TV with standard cable"", ""Shampoo"", ""Microwave"", ""Smoke alarm"", ""Refrigerator"", ""Elevator"", ""Essentials"", ""Hangers"", ""Coffee maker"", ""Heating"", ""Shower gel"", ""Iron"", ""Air conditioning"", ""Cooking basics""]",,,,,,4.93,4.94,4.98,4.88,689,2266
9474227,Luminoso Apartamento na Sé,"A bright renovated apartment located in the historic center, next to Lisbon Cathedral on a restricted traffic street, at the entrance to Alfama. Close to museums, cafes, restaurants and shops. You can easily get around the city on foot or by transport",Santa Maria Maior,38.70993,-9.13247,Entire rental unit,Entire home/apt,5,1 bath,2.0,,"[""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Baby bath"", ""Stove"", ""Fire extinguisher"", ""Washer"", ""First aid kit"", ""TV with standard cable"", ""Lockbox"", ""Microwave"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Children\u2019s books and toys"", ""Beach essentials"", ""Hangers"", ""Coffee maker"", ""Crib"", ""Heating"", ""Self check-in"", ""Iron"", ""High chair"", ""Cooking basics""]",$172.00,2026-04-07,2026-04-08,172.0,172.0,4.85,4.91,4.94,4.86,683,1929
5360038,Alfama Blue House II (River View),"Alfama Blue House I & II are small and charming apartments in Alfama, the oldest neighborhood of Lisbon.<br /><br />They are located a few steps away from Miradouro Santa Lúzia and near São Jorge Castle. The tram 28 is just a 2-minute walk from the flats.",So Vicente,38.71284,-9.12899,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,"[""Private patio or balcony"", ""Hot water"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""River view"", ""Stove"", ""Bed linens"", ""Fire extinguisher"", ""First aid kit"", ""HDTV with standard cable"", ""Microwave"", ""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Hangers"", ""Coffee maker"", ""Heating"", ""Iron"", ""Cooking basics"", ""Central air conditioning""]",$110.31,2026-04-12,2026-04-15,330.94,110.31,4.89,4.96,4.92,4.84,681,1868
925301,Apartamento Mouraria Guesthouse - Room 3,"Private bedroom in a genuinely portuguese, shared apartment. The welcoming Mouraria Guesthouse is located in the historic Mouraria neighbourhood in Lisbon, just a short walk from the central Rossio Square. The Guesthouse occupies a charming 18th-century building and offers 4 pretty double rooms.",Santa Maria Maior,38.716434,-9.133377,Private room in rental unit,Private room,2,2 shared baths,1.0,1.0,"[""Paid washer \u2013 In unit"", ""Hot water"", ""Extra pillows and blankets"", ""Hair dryer"", ""Conditioner"", ""Room-darkening shades"", ""Portable fans"", ""Kitchen"", ""Bidet"", ""Smoking allowed"", ""Hot water kettle"", ""Dishes and silverware"", ""Fast wifi \u2013 211 Mbps"", ""Stove"", ""Bed linens"", ""Dining table"", ""Clothing storage: walk-in closet"", ""Fire extinguisher"", ""Coffee"", ""Radiant heating"", ""Lockbox"", ""Shampoo"", ""Microwave"", ""Luggage dropoff allowed"", ""Coffee maker: french press"", ""Body soap"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Paid street parking off premises"", ""Hangers"", ""Wine glasses"", ""Pets allowed"", ""Bathtub"", ""Lock on bedroom door"", ""Crib"", ""Self check-in"", ""Shower gel"", ""Iron"", ""Free street parking"", ""Long term stays allowed"", ""Cooking basics"", ""Cleaning products""]",$54.00,2026-05-04,2026-05-05,54.0,54.0,4.41,4.43,4.53,4.54,679,2257
13429640,Room in the art's house/ private bathroom/terrace,"the ideal place to spend your holidays or business travels. the silence of the neighboorhood and the ideal terrace for your breakfast.<br />near the center, with a train and metro station near by.<br />very near the airport, 10 min by taxi, 15 by underground.",Areeiro,38.74362,-9.13539,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,"[""Toaster"", ""Private patio or balcony"", ""Hot water"", ""Extra pillows and blankets"", ""Oven"", ""Hair dryer"", ""Room-darkening shades"", ""Portable fans"", ""Kitchen"", ""Dishwasher"", ""Hot water kettle"", ""Dishes and silverware"", ""Baking sheet"", ""Stove"", ""Bed linens"", ""Blender"", ""Dining table"", ""Books and reading material"", ""Host greets you"", ""Outdoor dining area"", ""Coffee"", ""Washer"", ""First aid kit"", ""TV with standard cable"", ""Outdoor furniture"", ""Shampoo"", ""Piano"", ""Microwave"", ""Luggage dropoff allowed"", ""Body soap"", ""Refrigerator"", ""Freezer"", ""Essentials"", ""Laundromat nearby"", ""Paid street parking off premises"", ""Hangers"", ""Dedicated workspace"", ""Coffee maker"", ""Wine glasses"", ""Lock on bedroom door"", ""Ethernet connection"", ""Drying rack for clothing"", ""Shower gel"", ""Fast wifi \u2013 487 Mbps"", ""Iron"", ""Cooking basics"", ""Clothing storage: closet"", ""Cleaning products""]",$63.00,2026-03-29,2026-03-30,63.0,63.0,4.77,4.81,4.69,4.74,678,987
10402101,Trendy Romantic Getaway Loft in the Lisbon heart,"Stylish and romantic loft, in the heart of Baixa is perfect for a city break. This fully renovated loft is near Praça da Figueira square is right in the middle of the Lisbon central neighborhood.<br />In this stunning location, you will breathe Portuguese way of life and enjoy city culture and tradition as a Lisbon native. At Lisbon’s downtown, you will be near to everything that will make your stay in Lisbon an unforgettable experience...Lisbon is an exciting city, full of life, color and sunlight.",Santa Maria Maior,38.71271,-9.13766,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"[""Hot water"", ""Extra pillows and blankets"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Dishwasher"", ""Dishes and silverware"", ""Stove"", ""Carbon monoxide alarm"", ""Bed linens"", ""Fire extinguisher"", ""Paid parking on premises"", ""Washer"", ""First aid kit"", ""TV with standard cable"", ""Shampoo"", ""Microwave"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Refrigerator"", ""Smart lock"", ""Essentials"", ""Children\u2019s books and toys"", ""Hangers"", ""Coffee maker"", ""Pets allowed"", ""Crib"", ""Heating"", ""Self check-in"", ""Shower gel"", ""Patio or balcony"", ""Iron"", ""High chair"", ""Long term stays allowed"", ""Air conditioning"", ""Cooking basics""]",$102.50,2026-04-08,2026-04-10,205.0,102.5,4.82,4.9,4.98,4.81,676,2297
